name,price,manufacturer,description,image
LE ZENRID Tablet 10's,28.42,Kaizen Pharmaceuticals Pvt Ltd,"LE ZENRID contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LE ZENRID exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEBIA 2.5mg Tablet 10's,23.9,Serbia Molecules Private Limited,"LEBIA 25MG contain Levocetirizine which belongs to a group of medicine called antihistamines. It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEBIA 5mg Tablet 10's,32,Serbia Molecules Private Limited,"LEBIA 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEBIA 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEBIA M KID Tablet 10's,59,Serbia Molecules Private Limited,"LEBIA M KID contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEBIA M KID exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Lecet 5mg Tablet 10'S,68.05,Biochem Pharmaceutical Industries Ltd,"LECET 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LECET 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/825688/lecet_5mg_tablet_10s_0_1.jpg
LECETZY 5mg Tablet 10's,29.5,Zee Laboratories Ltd,"LECETZY 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LECETZY 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/891213/lecetzy_5mg_tablet_10s_0_0.jpg
Lecope 5mg Tablet 10'S,27.14,Mankind Pharma Pvt Ltd,"LECOPE contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LECOPE exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/349733/lecope_5mg_tablet_10_s_0.jpg
Lecope Syrup 30ml,42.59,Mankind Pharma Pvt Ltd,"LECOPE contain Levocetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). LECOPE works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/350862/lecope_syrup_30ml_0.jpg
LECVIS 5mg Tablet 15's,36,Salvador Visiontech,"LECVIS 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LECVIS 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEED 5 Tablet 10's,40,DYNAMED PHARMACEUTICALS PVT LTD,"LEED 5 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEED 5 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEEGRA 120 Tablet 10's,100,DYNAMED PHARMACEUTICALS PVT LTD,"LEEGRA 120 contains Fexofenadine which belongs to the class of medications called second generation antihistamines, especially the class known as histamine receptor antagonists It works by blocking the action of one of the body's natural chemicals known as histamine. It is used for the relief of symptoms related with seasonal and year-round allergies including sneezing, itchy palate, runny nose, and itchy, tearing, and redness of the eyes. It is also used in adults and adolescents of 12 years and older to relieve the symptoms that occur with long term allergic skin reactions (chronic idiopathic urticaria) such as itching, swelling and rashes.",https://www.netmeds.com/images/product-v1/150x150/929451/leegra_120_tablet_10s_0_0.jpg
Leet Syrup 60ml,26.5,West Coast Pharmaceuticals Works Ltd,"LEET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). LEET works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/825715/leet_syrup_60ml_0_0.jpg
Lejet Tablet 10'S,22,Canixa Life Sciences Pvt Ltd,"LEJET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEJET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/355334/lejet_tablet_10_s_0.jpg
Lejet Syrup 50ml,45,Canixa Life Sciences Pvt Ltd,"LEJET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). LEJET works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/syrups.jpg
LEMSKY 10 Tablet 10's,65,Avancer Labs Pvt Ltd,"LEMSKY 10 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEMSKY 10 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEMSKY 5 Tablet 10's,35,Avancer Labs Pvt Ltd,"LEMSKY 5 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEMSKY 5 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Leset Tablet 10'S,85.75,Ipca Laboratories Ltd,"LESET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LESET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/304330/leset_tablet_10s_0_0.jpg
Levapp 5mg Tablet 10'S,50.99,Apex Laboratories Pvt Ltd,"LEVAPP contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVAPP exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/410755/levapp_5mg_tablet_10_s_0.jpg
LEVENZIN 5mg Tablet 10's,29.5,Zee Laboratories Ltd,"LEVENZIN 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVENZIN 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEVOACE 5 Tablet 10's,25,BIOSYNC PHARMACEUTICALS PVT LTD,"LEVOACE 5 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOACE 5 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/920145/levoace_5_tablet_10s_0_0.jpg
LEVOBERT Tablet 10's,61.9,Albert David Ltd,"LEVOBERT contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOBERT exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Levocet 5mg Tablet 10'S,47,Hetero Healthcare Ltd,"LEVOCET 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOCET 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/825694/levocet_5mg_tablet_10s_0_0.jpg
Levocet Syrup 60ml,76.45,Hetero Healthcare Ltd,"LEVOCET contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). LEVOCET works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/825718/levocet_syrup_60ml_0_0.jpg
Levocetriwal Tablet 10'S,35.5,Wallace Pharmaceuticals Ltd,"LEVOCETRIWAL contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOCETRIWAL exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/393938/levocetriwal_tablet_10_s_0.jpg
LEVOCETRIZEN 5mg Tablet 10's,32,Leeford Healthcare Ltd (Generics),"LEVOCETRIZEN 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOCETRIZEN 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/897459/levocetrizen_5mg_tablet_10s_0_0.jpg
LEVOCETRIZEN Syrup 30ml,35,Leeford Healthcare Ltd (Generics),"LEVOCETRIZEN contain Cetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). LEVOCETRIZEN works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/887014/levocetrizen_syrup_30ml_0_0.jpg
LEVOCETRIZEN 10mg Tablet 10's,40,Leeford Healthcare Ltd (Generics),"LEVOCETRIZEN 10MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOCETRIZEN 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/903451/levocetrizen_10mg_tablet_10s_0_0.jpg
Levokon Tablet 10'S,35,Eskon Pharma,"LEVOKON contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOKON exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/391165/levokon_tablet_10_s_0.jpg
LEVOLER 5 Tablet 10's,31.5,Lividus Pharmaceuticals Pvt Ltd,"LEVOLER 5 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOLER 5 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LEVONAIR KID Tablet 10's,82.45,Entod Pharmaceuticals Pvt Ltd,"LEVONAIR KID contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVONAIR KID exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Levorid Tablet 10'S,80.52,Cipla Ltd,"LEVORID contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVORID exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/388786/levorid_tablet_10_s_0.jpg
Levosiz 10mg Tablet 15'S,42.75,Systopic Laboratories Pvt Ltd,"LEVOSIZ 10MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOSIZ 10MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/856907/levosiz_10mg_tablet_15s_0_1.jpg
Levosiz 5mg Tablet 10'S,15.5,Systopic Laboratories Pvt Ltd,"LEVOSIZ contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOSIZ exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/53203/levosiz_5mg_tablet_10_s_0.jpg
Levosiz 5mg Tablet 15'S,25.5,Systopic Laboratories Pvt Ltd,"LEVOSIZ 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOSIZ 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/857624/levosiz_5mg_tablet_15s_0_0.jpg
LEVOTRAMINE 5mg Tablet 10's,45,UNIVENTIS MEDICARE LTD,"LEVOTRAMINE 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOTRAMINE 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Levozet 5mg Tablet 10'S,38.5,Cadila Pharmaceuticals Ltd (Generics),"LEVOZET 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LEVOZET 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/825706/levozet_5mg_tablet_10s_0_2.jpg
Lezyncet 5mg Tablet 10'S,77.65,Torrent Pharmaceuticals Ltd,"ZYNCET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take ZYNCET exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/341183/lezyncet_5mg_tablet_10s_0_0.jpg
Lezyncet Syrup 30ml,58.65,Torrent Pharmaceuticals Ltd,"ZYNCET contain Levocetirizine which belongs to a group of medicine called antihistamines It is used to relieve the symptoms of hay fever (seasonal rhinitis) such as sneezing, itchy, red and watering eyes, irritated, runny or blocked nose in adults and children over the age of 2 years and also used to relieve the symptoms of other allergies such as runny and itchy nose (non-seasonal rhinitis), skin allergies such as rash, itching and urticaria (hives), pet or house mite allergies in adult and older children (over the age of 6 years). ZYNCET works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. This medicine is strictly not recommended for use in children under 2 years.",https://www.netmeds.com/images/product-v1/150x150/341181/lezyncet_syrup_30ml_0_0.jpg
LFAST 5mg Tablet 10's,35.86,Cadila Pharmaceuticals Ltd,"LFAST 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LFAST 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
LIT SR 5mg Tablet 10'S,32.13,Kivi Labs Ltd,"LIT SR 5MG contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take LIT SR 5MG exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Loratin 10mg Tablet 10'S,67,Cipla Ltd (Generics),"LORATIN 10MG contain loratadine which belongs to a group of medicine called antihistamines It is used to relieve allergy symptoms such as runny and blocked nose, sneezing, watery eyes (e.g. in hay fever) and skin condition with pale or red irregular raised patches and severe itching (urticaria).",https://www.netmeds.com/images/product-v1/150x150/813231/loratin_10mg_tablet_10s_0_0.jpg
Lorfast Meltab Tablet 10'S,95.9,Cadila Pharmaceuticals Ltd,"LORFAST MELTAB contain loratadine which belongs to a group of medicine called antihistamines It is used to relieve allergy symptoms such as runny and blocked nose, sneezing, watery eyes (e.g. in hay fever) and skin condition with pale or red irregular raised patches and severe itching (urticaria).",https://www.netmeds.com/images/product-v1/150x150/315671/lorfast_meltab_tablet_10_s_0.jpg
Lorinol 10mg Tablet 10'S,85,Micro Labs Ltd,"LORINOL 10MG contain loratadine which belongs to a group of medicine called antihistamines It is used to relieve allergy symptoms such as runny and blocked nose, sneezing, watery eyes (e.g. in hay fever) and skin condition with pale or red irregular raised patches and severe itching (urticaria).",https://www.netmeds.com/images/product-v1/150x150/331967/lorinol_10mg_tablet_10_s_0.jpg
Lormeg Tablet 10'S,54.9,Alembic Pharmaceuticals Ltd,"LORMEG contain loratadine which belongs to a group of medicine called antihistamines It is used to relieve allergy symptoms such as runny and blocked nose, sneezing, watery eyes (e.g. in hay fever) and skin condition with pale or red irregular raised patches and severe itching (urticaria).",https://www.netmeds.com/images/product-v1/150x150/44539/lormeg_tablet_10_s_0.jpg
LORSICA 10 Tablet 10's,38,Aronex Life Sciences Pvt Ltd,"LORSICA 10 contain loratadine which belongs to a group of medicine called antihistamines It is used to relieve allergy symptoms such as runny and blocked nose, sneezing, watery eyes (e.g. in hay fever) and skin condition with pale or red irregular raised patches and severe itching (urticaria).",https://www.netmeds.com/images/product-v1/150x150/formulation_based/tablets.jpg
Lukotas Tablet 10'S,121,Intas Pharmaceuticals Ltd,"LUKOTAS contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/379765/lukotas_tablet_10_s_0.jpg
MINOLAST 10mg Tablet 10's,112,Leeford Healthcare Ltd (Generics),"MINOLAST 10MG contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/895224/minolast_10mg_tablet_10s_0_0.jpg
Montair 5mg Chewable Tablet 15'S,205.18,Cipla Ltd,"MONTAIR 5MG contain montelukast which belongs to a group of medicine called leukotriene receptor antagonists (LTRAs) It may help to improve symptoms of asthma and allergic rhinitis. Asthma is a condition where the airway of the lungs gets narrowed, swell and may produce extra mucus. This can cause breathing difficulty, coughing and wheezing while you breathe and shortness of breath.",https://www.netmeds.com/images/product-v1/150x150/410962/montair_5mg_chewable_tablet_15s_0_1.jpg
NOVAMARK 5 Tablet 10's,36,NOVALAB HEALTHCARE PVT LTD,"NOVAMARK 5 contain Levocetirizine which belongs to a group of medicine called antihistamines It is used for the relief of symptoms of hay fever and other allergic conditions such as sneezing, runny or itchy nose or for skin rashes such as chronic nettle rash, idiopathic urticaria in adult and children over 6 years of age. It works by blocking the effects of histamine, which may be overproduced in allergic reactions which causes unpleasant symptoms such as itchy or watery eyes, running or blocked nose, sneezing and skin rashes. Always take NOVAMARK 5 exactly as your doctor has told you.",https://www.netmeds.com/images/product-v1/150x150/929717/novamark_5_tablet_10s_0_0.jpg
